participantId,format,valid_strict,valid_loose,task,type
675330fb23080b9ae3ec8239,json5,False,False,modifying_3,config
681374d36d7bd7ccb6f914f5,json5,True,True,modifying_3,config
5755c957eb80c4000741a9ce,json5,True,True,modifying_3,config
6693d3ae2bd15cf7a058e6a7,json5,True,True,modifying_3,config
5f7f239e9b204e05b6c36538,json5,False,False,modifying_4,config
678faf5b31008609fd85b185,json5,True,True,modifying_4,config
65e85a421f2dee53c62fbf45,json5,False,False,modifying_4,config
666b0b42bb6fa2822fa27a32,json5,False,False,modifying_4,config
674f479b2a4ef75e4551f258,json5,False,False,modifying_4,config
60ec51c51a3158a50ded8a3e,json5,True,True,modifying_4,config
6647e8618c77f7b938865d25,json5,True,True,modifying_4,config
5ea90bb434d5e337e98c7edd,json5,False,False,modifying_4,config
65f4ab7884f8411c9e11a34e,json5,False,False,modifying_4,config
67a8fa10b4db1990f7372f01,json5,True,True,modifying_4,config
675330fb23080b9ae3ec8239,json5,True,True,modifying_4,config
681374d36d7bd7ccb6f914f5,json5,True,True,modifying_4,config
5755c957eb80c4000741a9ce,json5,True,True,modifying_4,config
6693d3ae2bd15cf7a058e6a7,json5,True,True,modifying_4,config
680ebf035ab59d342f31726e,hjson,True,True,modifying_1,config
65583ffa38bfc41805a553cd,hjson,True,True,modifying_1,config
6717980047b565ab5b849317,hjson,True,True,modifying_1,config
66ec8f7ce843d25227820f97,hjson,True,True,modifying_1,config
67792abbab2fa21bf3644c09,hjson,True,True,modifying_1,config
616e5ae706e970fe0aff99b6,hjson,True,True,modifying_1,config
660eafee7515c432e850362d,hjson,True,True,modifying_1,config
65fae23bd06ae76bcc297e8b,hjson,True,True,modifying_1,config
61601e9a6b8306196d2a129c,hjson,True,True,modifying_1,config
65fad6c874ac75642ffc254b,hjson,True,True,modifying_1,config
6094ce8d0764c24f352d1fe5,hjson,True,True,modifying_1,config
678a94ff1cf9f0775cb89e69,hjson,True,True,modifying_1,config
62d6d87d91cf24a3c1c0f10c,hjson,True,True,modifying_1,config
680ebf035ab59d342f31726e,hjson,True,True,modifying_2,config
65583ffa38bfc41805a553cd,hjson,True,True,modifying_2,config
6717980047b565ab5b849317,hjson,True,True,modifying_2,config
67d2a409ab3638e33fc417b9,hjson,False,False,modifying_2,config
66ec8f7ce843d25227820f97,hjson,True,True,modifying_2,config
67792abbab2fa21bf3644c09,hjson,True,True,modifying_2,config
616e5ae706e970fe0aff99b6,hjson,True,True,modifying_2,config
660eafee7515c432e850362d,hjson,True,True,modifying_2,config
65fae23bd06ae76bcc297e8b,hjson,False,False,modifying_2,config
61601e9a6b8306196d2a129c,hjson,True,True,modifying_2,config
65fad6c874ac75642ffc254b,hjson,True,True,modifying_2,config
6094ce8d0764c24f352d1fe5,hjson,True,True,modifying_2,config
67d0088c269b3e96d9ba6019,hjson,True,True,modifying_2,config
678a94ff1cf9f0775cb89e69,hjson,True,True,modifying_2,config
62d6d87d91cf24a3c1c0f10c,hjson,True,True,modifying_2,config
680ebf035ab59d342f31726e,hjson,True,True,modifying_3,config
65583ffa38bfc41805a553cd,hjson,False,False,modifying_3,config
6717980047b565ab5b849317,hjson,True,True,modifying_3,config
66ec8f7ce843d25227820f97,hjson,True,True,modifying_3,config
67792abbab2fa21bf3644c09,hjson,True,True,modifying_3,config
616e5ae706e970fe0aff99b6,hjson,True,True,modifying_3,config
660eafee7515c432e850362d,hjson,True,True,modifying_3,config
65fae23bd06ae76bcc297e8b,hjson,False,False,modifying_3,config
61601e9a6b8306196d2a129c,hjson,False,False,modifying_3,config
65fad6c874ac75642ffc254b,hjson,False,False,modifying_3,config
6094ce8d0764c24f352d1fe5,hjson,True,True,modifying_3,config
67d0088c269b3e96d9ba6019,hjson,True,True,modifying_3,config
678a94ff1cf9f0775cb89e69,hjson,True,True,modifying_3,config
62d6d87d91cf24a3c1c0f10c,hjson,False,False,modifying_3,config
680ebf035ab59d342f31726e,hjson,True,True,modifying_4,config
65583ffa38bfc41805a553cd,hjson,True,True,modifying_4,config
6717980047b565ab5b849317,hjson,True,True,modifying_4,config
67d2a409ab3638e33fc417b9,hjson,True,True,modifying_4,config
66ec8f7ce843d25227820f97,hjson,True,True,modifying_4,config
616e5ae706e970fe0aff99b6,hjson,True,True,modifying_4,config
660eafee7515c432e850362d,hjson,False,False,modifying_4,config
65fae23bd06ae76bcc297e8b,hjson,False,False,modifying_4,config
61601e9a6b8306196d2a129c,hjson,True,True,modifying_4,config
65fad6c874ac75642ffc254b,hjson,True,True,modifying_4,config
6094ce8d0764c24f352d1fe5,hjson,True,True,modifying_4,config
67d0088c269b3e96d9ba6019,hjson,True,True,modifying_4,config
678a94ff1cf9f0775cb89e69,hjson,True,True,modifying_4,config
62d6d87d91cf24a3c1c0f10c,hjson,True,True,modifying_4,config
57ca4b09993b08000192297b,xml,True,True,modifying_1,config
6693ce87e76d32ccf07fbcd8,xml,True,True,modifying_1,config
60f70af563ef757f65e750e0,xml,True,True,modifying_1,config
67c045fa5074c5500ca40e76,xml,True,True,modifying_1,config
67d2eaf9d5996dc6be1c7072,xml,True,True,modifying_1,config
677f8968bbb08bc37c8d2a4b,xml,True,True,modifying_1,config
672f51ea346fba23ddd5a793,xml,True,True,modifying_1,config
62d7fef5538b81f205ba4656,xml,True,True,modifying_1,config
67406c1303bd39d206ff2b50,xml,True,True,modifying_1,config
67f66486e35051403284eb5e,xml,True,True,modifying_1,config
60f7c71d1cffec381351b0b3,xml,True,True,modifying_1,config
5fb4fcd1fce53c30649dd704,xml,True,True,modifying_1,config
5c4f5967aac8be0001716a65,xml,True,True,modifying_1,config
57ca4b09993b08000192297b,xml,True,True,modifying_2,config
6693ce87e76d32ccf07fbcd8,xml,True,True,modifying_2,config
60f70af563ef757f65e750e0,xml,True,True,modifying_2,config
67c045fa5074c5500ca40e76,xml,True,True,modifying_2,config
67d2eaf9d5996dc6be1c7072,xml,True,True,modifying_2,config
651b29ff3a6cadf518640abe,xml,True,True,modifying_2,config
677f8968bbb08bc37c8d2a4b,xml,True,True,modifying_2,config
62d7fef5538b81f205ba4656,xml,True,True,modifying_2,config
67406c1303bd39d206ff2b50,xml,True,True,modifying_2,config
67f66486e35051403284eb5e,xml,False,True,modifying_2,config
60f7c71d1cffec381351b0b3,xml,False,True,modifying_2,config
5fb4fcd1fce53c30649dd704,xml,False,True,modifying_2,config
5c4f5967aac8be0001716a65,xml,True,True,modifying_2,config
57ca4b09993b08000192297b,xml,True,True,modifying_3,config
6693ce87e76d32ccf07fbcd8,xml,True,True,modifying_3,config
60f70af563ef757f65e750e0,xml,True,True,modifying_3,config
67c045fa5074c5500ca40e76,xml,True,True,modifying_3,config
67d2eaf9d5996dc6be1c7072,xml,True,True,modifying_3,config
651b29ff3a6cadf518640abe,xml,False,True,modifying_3,config
677f8968bbb08bc37c8d2a4b,xml,False,True,modifying_3,config
62d7fef5538b81f205ba4656,xml,True,True,modifying_3,config
67406c1303bd39d206ff2b50,xml,True,True,modifying_3,config
67f66486e35051403284eb5e,xml,False,True,modifying_3,config
60f7c71d1cffec381351b0b3,xml,True,True,modifying_3,config
5fb4fcd1fce53c30649dd704,xml,False,True,modifying_3,config
5c4f5967aac8be0001716a65,xml,True,True,modifying_3,config
57ca4b09993b08000192297b,xml,True,True,modifying_4,config
6693ce87e76d32ccf07fbcd8,xml,True,True,modifying_4,config
60f70af563ef757f65e750e0,xml,True,True,modifying_4,config
67c045fa5074c5500ca40e76,xml,True,True,modifying_4,config
67d2eaf9d5996dc6be1c7072,xml,True,True,modifying_4,config
651b29ff3a6cadf518640abe,xml,True,True,modifying_4,config
677f8968bbb08bc37c8d2a4b,xml,False,True,modifying_4,config
62d7fef5538b81f205ba4656,xml,True,True,modifying_4,config
67406c1303bd39d206ff2b50,xml,True,True,modifying_4,config
67f66486e35051403284eb5e,xml,False,True,modifying_4,config
60f7c71d1cffec381351b0b3,xml,False,True,modifying_4,config
5fb4fcd1fce53c30649dd704,xml,False,True,modifying_4,config
5c4f5967aac8be0001716a65,xml,True,True,modifying_4,config
659960f32faa4ff4b116de92,toml,True,True,modifying_1,config
67b8636acd5ed420cc098b64,toml,True,True,modifying_1,config
67d1cc8044430e99a7d91b4a,toml,True,True,modifying_1,config
5e5c993cd0394c474f7cc502,toml,True,True,modifying_1,config
5b3ec4332a5fbf00014eae57,toml,True,True,modifying_1,config
6682a94b061954ae8483fb08,toml,True,True,modifying_1,config
66311bae532a469f4858933e,toml,True,True,modifying_1,config
611d0afbb2a19acfd012545b,toml,True,True,modifying_1,config
606c7d27f4f3ae688332a55d,toml,False,False,modifying_1,config
67d0251c804fc17732eb948a,toml,True,True,modifying_1,config
67d11644421446068e1fec14,toml,True,True,modifying_1,config
65feaaac53eb219f09ad5ea0,toml,True,True,modifying_1,config
60e2bf0aa568b97e8d525872,toml,True,True,modifying_1,config
659960f32faa4ff4b116de92,toml,True,True,modifying_2,config
67b8636acd5ed420cc098b64,toml,False,False,modifying_2,config
67d1cc8044430e99a7d91b4a,toml,False,False,modifying_2,config
67d03135f855dd0ff0994265,toml,False,False,modifying_2,config
5e5c993cd0394c474f7cc502,toml,True,True,modifying_2,config
5b3ec4332a5fbf00014eae57,toml,True,True,modifying_2,config
6682a94b061954ae8483fb08,toml,True,True,modifying_2,config
67bf5ad9c5a4637861cfd21e,toml,False,False,modifying_2,config
66311bae532a469f4858933e,toml,True,True,modifying_2,config
611d0afbb2a19acfd012545b,toml,True,True,modifying_2,config
606c7d27f4f3ae688332a55d,toml,True,True,modifying_2,config
67d0251c804fc17732eb948a,toml,True,True,modifying_2,config
67d11644421446068e1fec14,toml,True,True,modifying_2,config
65feaaac53eb219f09ad5ea0,toml,True,True,modifying_2,config
60e2bf0aa568b97e8d525872,toml,True,True,modifying_2,config
659960f32faa4ff4b116de92,toml,True,True,modifying_3,config
67b8636acd5ed420cc098b64,toml,True,True,modifying_3,config
67d1cc8044430e99a7d91b4a,toml,False,False,modifying_3,config
67d03135f855dd0ff0994265,toml,True,True,modifying_3,config
5e5c993cd0394c474f7cc502,toml,True,True,modifying_3,config
5b3ec4332a5fbf00014eae57,toml,True,True,modifying_3,config
6682a94b061954ae8483fb08,toml,True,True,modifying_3,config
67bf5ad9c5a4637861cfd21e,toml,False,False,modifying_3,config
66311bae532a469f4858933e,toml,True,True,modifying_3,config
611d0afbb2a19acfd012545b,toml,True,True,modifying_3,config
606c7d27f4f3ae688332a55d,toml,True,True,modifying_3,config
67d0251c804fc17732eb948a,toml,True,True,modifying_3,config
67d11644421446068e1fec14,toml,True,True,modifying_3,config
65feaaac53eb219f09ad5ea0,toml,True,True,modifying_3,config
60e2bf0aa568b97e8d525872,toml,True,True,modifying_3,config
659960f32faa4ff4b116de92,toml,True,True,modifying_4,config
67b8636acd5ed420cc098b64,toml,False,False,modifying_4,config
67d1cc8044430e99a7d91b4a,toml,False,False,modifying_4,config
67d03135f855dd0ff0994265,toml,False,False,modifying_4,config
5e5c993cd0394c474f7cc502,toml,True,True,modifying_4,config
5b3ec4332a5fbf00014eae57,toml,True,True,modifying_4,config
6682a94b061954ae8483fb08,toml,True,True,modifying_4,config
67bf5ad9c5a4637861cfd21e,toml,True,True,modifying_4,config
66311bae532a469f4858933e,toml,True,True,modifying_4,config
611d0afbb2a19acfd012545b,toml,False,False,modifying_4,config
606c7d27f4f3ae688332a55d,toml,False,False,modifying_4,config
67d0251c804fc17732eb948a,toml,True,True,modifying_4,config
67d11644421446068e1fec14,toml,True,True,modifying_4,config
65feaaac53eb219f09ad5ea0,toml,False,False,modifying_4,config
60e2bf0aa568b97e8d525872,toml,True,True,modifying_4,config
67f0d86fabc081fdc410e828,yaml,True,True,modifying_1,config
6691809035e52ca9b2b0f39a,yaml,True,True,modifying_1,config
5ee4a14b578f8a000b384376,yaml,True,True,modifying_1,config
63af557b3d4f219c3226b7d6,yaml,True,True,modifying_1,config
66684d30d1a0d64a3a348c82,yaml,True,True,modifying_1,config
60e2ebb6ad1d5ee0e515a7c5,yaml,True,True,modifying_1,config
67153c0d669d191ab273b865,yaml,False,False,modifying_1,config
67ab1d683813ed19603e1030,yaml,True,True,modifying_1,config
60e343946a7faddde88fbe3c,yaml,True,True,modifying_1,config
67e0333064ddada0e2fc6f1e,yaml,True,True,modifying_1,config
6554e79557e3d6be08e32ceb,yaml,True,True,modifying_1,config
645b519f108c046164a6d232,yaml,True,True,modifying_1,config
669284eabea5b8c9655927da,yaml,True,True,modifying_1,config
6715c7aedee148c65c10509c,yaml,True,True,modifying_1,config
678526627e48ded12935af38,yaml,True,True,modifying_1,config
6738d09a032bf7224008ce7e,yaml,True,True,modifying_1,config
67d24179c5bd87691f1fe036,yaml,True,True,modifying_1,config
67f0d86fabc081fdc410e828,yaml,True,True,modifying_2,config
6691809035e52ca9b2b0f39a,yaml,True,True,modifying_2,config
5ee4a14b578f8a000b384376,yaml,True,True,modifying_2,config
63af557b3d4f219c3226b7d6,yaml,True,True,modifying_2,config
66684d30d1a0d64a3a348c82,yaml,True,True,modifying_2,config
60e2ebb6ad1d5ee0e515a7c5,yaml,False,False,modifying_2,config
67153c0d669d191ab273b865,yaml,True,True,modifying_2,config
67ab1d683813ed19603e1030,yaml,True,True,modifying_2,config
60e343946a7faddde88fbe3c,yaml,True,True,modifying_2,config
67e0333064ddada0e2fc6f1e,yaml,False,False,modifying_2,config
6554e79557e3d6be08e32ceb,yaml,True,True,modifying_2,config
645b519f108c046164a6d232,yaml,True,True,modifying_2,config
669284eabea5b8c9655927da,yaml,True,True,modifying_2,config
6715c7aedee148c65c10509c,yaml,True,True,modifying_2,config
678526627e48ded12935af38,yaml,True,True,modifying_2,config
6738d09a032bf7224008ce7e,yaml,False,False,modifying_2,config
67d24179c5bd87691f1fe036,yaml,True,True,modifying_2,config
67f0d86fabc081fdc410e828,yaml,True,True,modifying_3,config
6691809035e52ca9b2b0f39a,yaml,True,True,modifying_3,config
5ee4a14b578f8a000b384376,yaml,True,True,modifying_3,config
63af557b3d4f219c3226b7d6,yaml,True,True,modifying_3,config
66684d30d1a0d64a3a348c82,yaml,True,True,modifying_3,config
60e2ebb6ad1d5ee0e515a7c5,yaml,True,True,modifying_3,config
67153c0d669d191ab273b865,yaml,True,True,modifying_3,config
67ab1d683813ed19603e1030,yaml,True,True,modifying_3,config
60e343946a7faddde88fbe3c,yaml,True,True,modifying_3,config
67e0333064ddada0e2fc6f1e,yaml,True,True,modifying_3,config
6554e79557e3d6be08e32ceb,yaml,True,True,modifying_3,config
645b519f108c046164a6d232,yaml,True,True,modifying_3,config
669284eabea5b8c9655927da,yaml,True,True,modifying_3,config
6715c7aedee148c65c10509c,yaml,True,True,modifying_3,config
678526627e48ded12935af38,yaml,True,True,modifying_3,config
6738d09a032bf7224008ce7e,yaml,True,True,modifying_3,config
67d24179c5bd87691f1fe036,yaml,True,True,modifying_3,config
67f0d86fabc081fdc410e828,yaml,True,True,modifying_4,config
6691809035e52ca9b2b0f39a,yaml,True,True,modifying_4,config
5ee4a14b578f8a000b384376,yaml,True,True,modifying_4,config
63af557b3d4f219c3226b7d6,yaml,True,True,modifying_4,config
60e2ebb6ad1d5ee0e515a7c5,yaml,False,False,modifying_4,config
67153c0d669d191ab273b865,yaml,True,True,modifying_4,config
67ab1d683813ed19603e1030,yaml,True,True,modifying_4,config
60e343946a7faddde88fbe3c,yaml,True,True,modifying_4,config
67e0333064ddada0e2fc6f1e,yaml,True,True,modifying_4,config
6554e79557e3d6be08e32ceb,yaml,True,True,modifying_4,config
645b519f108c046164a6d232,yaml,True,True,modifying_4,config
669284eabea5b8c9655927da,yaml,True,True,modifying_4,config
6715c7aedee148c65c10509c,yaml,True,True,modifying_4,config
678526627e48ded12935af38,yaml,True,True,modifying_4,config
6738d09a032bf7224008ce7e,yaml,False,False,modifying_4,config
67d24179c5bd87691f1fe036,yaml,True,True,modifying_4,config
